X,Y,Z,density,resistivity,Ore_log
2272.734,3045.453,162.8571,0.120526,2.094568,0
2000,3090.906,162.8571,0.1069712,2.039411,0
681.8125,3136.359,162.8571,0.04448105,2.764082,0
272.7344,3318.188,162.8571,-0.08860205,2.172446,0
1090.906,3363.641,162.8571,0.1214943,2.069638,0
1545.453,3363.641,162.8571,0.1209142,2.096222,0
1954.547,3363.641,162.8571,-0.02521257,2.184952,0
2681.813,3363.641,162.8571,0.09471871,2.33104,0
4000,3636.359,162.8571,0.1204376,2.090704,0
1318.188,3681.813,162.8571,0.1581869,2.100991,0
3000,3727.266,162.8571,0.1640723,1.896655,0
2318.188,3818.188,162.8571,-0.1413055,2.681542,0
500,4090.906,162.8571,-0.2078177,2.286691,0
3272.734,4090.906,162.8571,0.3476529,2.156137,0
3954.547,4136.359,162.8571,0.263438,2.186291,0
3500,4272.734,162.8571,0.3556668,2.224683,0
2409.094,227.2656,155.1021,0.08250099,2.342427,0
2272.734,409.0938,155.1021,0.06877258,2.216086,0
3181.813,409.0938,155.1021,0.07116891,1.999225,0
590.9063,954.5469,155.1021,-0.06506635,2.130209,0
2636.359,1363.641,155.1021,-0.01361097,2.23245,0
3090.906,1863.641,155.1021,-0.2132221,2.301284,0
1590.906,2045.453,155.1021,0.1442131,2.019157,0
772.7344,2090.906,155.1021,-0.160833,2.267592,0
2045.453,2363.641,155.1021,-0.03653012,2.237422,0
818.1875,2409.094,155.1021,-0.08787861,2.073498,0
2772.734,2409.094,155.1021,0.1064434,2.173597,0
1409.094,2454.547,155.1021,0.2163471,2.101281,0
1772.734,2545.453,155.1021,0.168377,2.141058,0
2454.547,2681.813,155.1021,-0.03920528,2.126008,0
1090.906,2818.188,155.1021,0.1518072,2.095286,0
1681.813,2863.641,155.1021,0.1677774,1.995212,0
2772.734,2863.641,155.1021,-0.01722574,2.243051,0
3318.188,2909.094,155.1021,-0.02165335,2.459052,0
1363.641,3000,155.1021,0.17603,2.005804,0
2272.734,3045.453,155.1021,0.1255614,2.080342,0
2000,3090.906,155.1021,0.1131372,2.026316,0
681.8125,3136.359,155.1021,0.05084846,2.745277,0
272.7344,3318.188,155.1021,-0.082396,2.183715,0
1090.906,3363.641,155.1021,0.1268978,2.063191,0
1545.453,3363.641,155.1021,0.1277451,2.084187,0
1954.547,3363.641,155.1021,-0.0204796,2.174455,0
2681.813,3363.641,155.1021,0.1006737,2.307391,0
4000,3636.359,155.1021,0.1244313,2.089969,0
1318.188,3681.813,155.1021,0.163064,2.092603,0
3000,3727.266,155.1021,0.1693668,1.892729,0
2318.188,3818.188,155.1021,-0.1358015,2.662575,0
500,4090.906,155.1021,-0.2040425,2.287212,0
3272.734,4090.906,155.1021,0.353452,2.150083,0
3954.547,4136.359,155.1021,0.2654151,2.186375,0
3500,4272.734,155.1021,0.3592047,2.220824,0
2409.094,227.2656,147.3469,0.09519288,2.325492,0
2272.734,409.0938,147.3469,0.08010304,2.20387,0
3181.813,409.0938,147.3469,0.08303034,1.997406,0
590.9063,954.5469,147.3469,-0.0564447,2.125799,0
2636.359,1363.641,147.3469,-0.004599093,2.214839,0
3090.906,1863.641,147.3469,-0.2042276,2.291089,0
1590.906,2045.453,147.3469,0.1549887,1.991212,0
772.7344,2090.906,147.3469,-0.1512195,2.24461,0
2045.453,2363.641,147.3469,-0.02803014,2.222002,0
818.1875,2409.094,147.3469,-0.07854006,2.061956,0
2772.734,2409.094,147.3469,0.1170894,2.157483,0
1409.094,2454.547,147.3469,0.2282374,2.07537,0
1772.734,2545.453,147.3469,0.1787204,2.112675,0
2454.547,2681.813,147.3469,-0.02994643,2.10384,0
1090.906,2818.188,147.3469,0.1633012,2.075984,0
1681.813,2863.641,147.3469,0.1789517,1.98017,0
2772.734,2863.641,147.3469,-0.008304087,2.215595,0
3318.188,2909.094,147.3469,-0.01156744,2.45392,0
1363.641,3000,147.3469,0.1859864,1.990505,0
2272.734,3045.453,147.3469,0.1353093,2.055642,0
2000,3090.906,147.3469,0.1247184,2.003866,0
681.8125,3136.359,147.3469,0.06298044,2.717693,0
272.7344,3318.188,147.3469,-0.07345699,2.199053,0
1090.906,3363.641,147.3469,0.1375947,2.05001,0
1545.453,3363.641,147.3469,0.1378669,2.061842,0
1954.547,3363.641,147.3469,-0.01156555,2.152489,0
2681.813,3363.641,147.3469,0.1119099,2.264983,0
4000,3636.359,147.3469,0.130235,2.087281,0
1318.188,3681.813,147.3469,0.1736828,2.082339,0
3000,3727.266,147.3469,0.1811187,1.888653,0
2318.188,3818.188,147.3469,-0.1269446,2.62823,0
500,4090.906,147.3469,-0.1971764,2.284673,0
3272.734,4090.906,147.3469,0.3642698,2.140907,0
3954.547,4136.359,147.3469,0.2695962,2.184496,0
3500,4272.734,147.3469,0.3655419,2.216084,0
2409.094,227.2656,139.5918,0.1044353,2.307576,0
2272.734,409.0938,139.5918,0.0902758,2.187566,0
3181.813,409.0938,139.5918,0.09267345,1.987871,0
590.9063,954.5469,139.5918,-0.05180098,2.121404,0
2636.359,1363.641,139.5918,0.003571944,2.198379,0
3090.906,1863.641,139.5918,-0.2000064,2.284196,0
1590.906,2045.453,139.5918,0.1681405,1.970038,0
772.7344,2090.906,139.5918,-0.144445,2.231401,0
2045.453,2363.641,139.5918,-0.02606624,2.222762,0
818.1875,2409.094,139.5918,-0.07396066,2.051046,0
2772.734,2409.094,139.5918,0.1295149,2.144662,0
1409.094,2454.547,139.5918,0.2393376,2.061305,0
1772.734,2545.453,139.5918,0.1862178,2.095914,0
2454.547,2681.813,139.5918,-0.02804234,2.098287,0
1090.906,2818.188,139.5918,0.1732359,2.063453,0
1681.813,2863.641,139.5918,0.1881695,1.96717,0
2772.734,2863.641,139.5918,-0.001554771,2.190278,0
3318.188,2909.094,139.5918,-0.00388865,2.452492,0
1363.641,3000,139.5918,0.1981041,1.974329,0
2272.734,3045.453,139.5918,0.1452046,2.034946,0
2000,3090.906,139.5918,0.1338834,1.988912,0
681.8125,3136.359,139.5918,0.0737608,2.698881,0
272.7344,3318.188,139.5918,-0.06555657,2.199584,0
1090.906,3363.641,139.5918,0.1459792,2.038499,0
1545.453,3363.641,139.5918,0.1419699,2.042641,0
1954.547,3363.641,139.5918,-0.005824206,2.130885,0
2681.813,3363.641,139.5918,0.1215329,2.230279,0
4000,3636.359,139.5918,0.1359859,2.081613,0
1318.188,3681.813,139.5918,0.1816753,2.068969,0
3000,3727.266,139.5918,0.1918452,1.876601,0
2318.188,3818.188,139.5918,-0.1201199,2.60126,0
500,4090.906,139.5918,-0.1926765,2.271574,0
3272.734,4090.906,139.5918,0.3752366,2.133547,0
3954.547,4136.359,139.5918,0.2737133,2.178699,0
3500,4272.734,139.5918,0.3710321,2.210339,0
2409.094,227.2656,131.8367,0.1154289,2.294368,0
2272.734,409.0938,131.8367,0.0987452,2.180997,0
3181.813,409.0938,131.8367,0.1019198,1.986403,0
590.9063,954.5469,131.8367,-0.04378419,2.119874,0
2636.359,1363.641,131.8367,0.009504082,2.190298,0
3090.906,1863.641,131.8367,-0.1906671,2.272719,0
1590.906,2045.453,131.8367,0.17262,1.954246,0
772.7344,2090.906,131.8367,-0.1375928,2.21208,0
2045.453,2363.641,131.8367,-0.01332147,2.199973,0
818.1875,2409.094,131.8367,-0.06551579,2.042358,0
2772.734,2409.094,131.8367,0.135492,2.1311,0
1409.094,2454.547,131.8367,0.2467789,2.040951,0
1772.734,2545.453,131.8367,0.1947284,2.073419,0
2454.547,2681.813,131.8367,-0.01568992,2.07197,0
1090.906,2818.188,131.8367,0.1827782,2.047186,0
1681.813,2863.641,131.8367,0.1967235,1.957109,0
2772.734,2863.641,131.8367,0.006292777,2.172269,0
3318.188,2909.094,131.8367,0.004600899,2.441062,0
1363.641,3000,131.8367,0.2054147,1.967307,0
2272.734,3045.453,131.8367,0.1527101,2.016888,0
2000,3090.906,131.8367,0.143013,1.973204,0
681.8125,3136.359,131.8367,0.08271519,2.677686,0
272.7344,3318.188,131.8367,-0.05766948,2.222346,0
1090.906,3363.641,131.8367,0.1545812,2.030297,0
1545.453,3363.641,131.8367,0.1546382,2.030147,0
1954.547,3363.641,131.8367,0.002549278,2.120474,0
2681.813,3363.641,131.8367,0.130836,2.204771,0
4000,3636.359,131.8367,0.1409827,2.081846,0
1318.188,3681.813,131.8367,0.1886571,2.060984,0
3000,3727.266,131.8367,0.1998894,1.876761,0
2318.188,3818.188,131.8367,-0.1119145,2.572152,0
500,4090.906,131.8367,-0.1868181,2.277708,0
3272.734,4090.906,131.8367,0.3815399,2.124678,1
3954.547,4136.359,131.8367,0.2755932,2.18142,0
3500,4272.734,131.8367,0.3755468,2.206689,0
2409.094,227.2656,124.0816,0.1306895,2.271135,0
2272.734,409.0938,124.0816,0.1134716,2.159213,0
3181.813,409.0938,124.0816,0.1164165,1.979806,0
590.9063,954.5469,124.0816,-0.03445271,2.115626,0
2636.359,1363.641,124.0816,0.02090024,2.165863,0
3090.906,1863.641,124.0816,-0.1820415,2.258278,0
1590.906,2045.453,124.0816,0.1868402,1.930515,0
772.7344,2090.906,124.0816,-0.1276183,2.192094,0
2045.453,2363.641,124.0816,-0.005114524,2.190706,0
818.1875,2409.094,124.0816,-0.05579585,2.027803,0
2772.734,2409.094,124.0816,0.1521945,2.113038,0
1409.094,2454.547,124.0816,0.261592,2.017729,0
1772.734,2545.453,124.0816,0.2060612,2.049235,0
2454.547,2681.813,124.0816,-0.007623402,2.054918,0
1090.906,2818.188,124.0816,0.1973099,2.029984,0
1681.813,2863.641,124.0816,0.2111121,1.941027,0
2772.734,2863.641,124.0816,0.0175526,2.136751,0
3318.188,2909.094,124.0816,0.01634669,2.434546,0
1363.641,3000,124.0816,0.2204409,1.951893,0
2272.734,3045.453,124.0816,0.1670613,1.990733,0
2000,3090.906,124.0816,0.1557319,1.954849,0
681.8125,3136.359,124.0816,0.0979265,2.63975,0
272.7344,3318.188,124.0816,-0.0441177,2.242306,0
1090.906,3363.641,124.0816,0.16745,2.015896,0
1545.453,3363.641,124.0816,0.1649549,2.007207,0
1954.547,3363.641,124.0816,0.01316111,2.094163,0
2681.813,3363.641,124.0816,0.1459396,2.160708,0
4000,3636.359,124.0816,0.1482446,2.077332,0
1318.188,3681.813,124.0816,0.2008341,2.045501,0
3000,3727.266,124.0816,0.2159854,1.869287,0
2318.188,3818.188,124.0816,-0.1015276,2.530187,0
500,4090.906,124.0816,-0.178729,2.266487,0
3272.734,4090.906,124.0816,0.3958891,2.1157,1
3954.547,4136.359,124.0816,0.2801969,2.178377,0
3500,4272.734,124.0816,0.3825663,2.200896,0
2409.094,227.2656,116.3265,0.1397262,2.258271,0
2272.734,409.0938,116.3265,0.121766,2.148119,0
3181.813,409.0938,116.3265,0.1249389,1.974085,0
590.9063,954.5469,116.3265,-0.02887252,2.113298,0
2636.359,1363.641,116.3265,0.02714643,2.152064,0
3090.906,1863.641,116.3265,-0.1762915,2.248727,0
1590.906,2045.453,116.3265,0.1953238,1.916986,0
772.7344,2090.906,116.3265,-0.121918,2.179932,0
2045.453,2363.641,116.3265,0.001125784,2.183197,0
818.1875,2409.094,116.3265,-0.04984502,2.018864,0
2772.734,2409.094,116.3265,0.1604612,2.102311,0
1409.094,2454.547,116.3265,0.2706708,2.003897,0
1772.734,2545.453,116.3265,0.2133679,2.034421,0
2454.547,2681.813,116.3265,-0.001383422,2.04184,0
1090.906,2818.188,116.3265,0.206268,2.01792,0
1681.813,2863.641,116.3265,0.2192225,1.932502,0
2772.734,2863.641,116.3265,0.02369146,2.12001,0
3318.188,2909.094,116.3265,0.02378501,2.427554,0
1363.641,3000,116.3265,0.2295609,1.942901,0
2272.734,3045.453,116.3265,0.1745903,1.976606,0
2000,3090.906,116.3265,0.1644097,1.943721,0
681.8125,3136.359,116.3265,0.1063785,2.62452,0
272.7344,3318.188,116.3265,-0.03760852,2.253045,0
1090.906,3363.641,116.3265,0.1752216,2.007842,0
1545.453,3363.641,116.3265,0.1724655,1.995803,0
1954.547,3363.641,116.3265,0.01928127,2.081922,0
2681.813,3363.641,116.3265,0.1544606,2.139039,0
4000,3636.359,116.3265,0.1524629,2.075025,0
1318.188,3681.813,116.3265,0.2072414,2.038116,0
3000,3727.266,116.3265,0.2246984,1.863982,0
2318.188,3818.188,116.3265,-0.09566367,2.506993,0
500,4090.906,116.3265,-0.1746929,2.263437,0
3272.734,4090.906,116.3265,0.4035229,2.110248,1
3954.547,4136.359,116.3265,0.282507,2.176996,0
3500,4272.734,116.3265,0.3865416,2.197581,0
2409.094,227.2656,108.5714,0.1560975,2.237018,0
2272.734,409.0938,108.5714,0.135451,2.133384,0
3181.813,409.0938,108.5714,0.1389325,1.967459,0
590.9063,954.5469,108.5714,-0.01815589,2.110454,0
2636.359,1363.641,108.5714,0.03713074,2.133241,0
3090.906,1863.641,108.5714,-0.16485,2.229404,0
1590.906,2045.453,108.5714,0.2084874,1.896906,0
772.7344,2090.906,108.5714,-0.1119037,2.155655,0
2045.453,2363.641,108.5714,0.01455847,2.162683,0
818.1875,2409.094,108.5714,-0.03857738,2.004954,0
2772.734,2409.094,108.5714,0.1717349,2.0829,0
1409.094,2454.547,108.5714,0.2851209,1.979624,0
1772.734,2545.453,108.5714,0.2264544,2.008868,0
2454.547,2681.813,108.5714,0.01299578,2.013393,0
1090.906,2818.188,108.5714,0.2214343,1.997467,0
1681.813,2863.641,108.5714,0.234258,1.919057,0
2772.734,2863.641,108.5714,0.03625728,2.090406,0
3318.188,2909.094,108.5714,0.03621105,2.409545,0
1363.641,3000,108.5714,0.2429267,1.932228,0
2272.734,3045.453,108.5714,0.1856761,1.956854,0
2000,3090.906,108.5714,0.1798375,1.925269,0
681.8125,3136.359,108.5714,0.1209781,2.586743,0
272.7344,3318.188,108.5714,-0.02570198,2.278875,0
1090.906,3363.641,108.5714,0.1893571,1.995036,0
1545.453,3363.641,108.5714,0.1874963,1.979358,0
1954.547,3363.641,108.5714,0.03102945,2.064755,0
2681.813,3363.641,108.5714,0.169225,2.103469,0
4000,3636.359,108.5714,0.1586915,2.073043,0
1318.188,3681.813,108.5714,0.2192189,2.024795,0
3000,3727.266,108.5714,0.2376584,1.863471,0
2318.188,3818.188,108.5714,-0.08399719,2.462592,0
500,4090.906,108.5714,-0.1678509,2.263754,0
3272.734,4090.906,108.5714,0.4144918,2.10041,1
3954.547,4136.359,108.5714,0.2860228,2.177344,0
3500,4272.734,108.5714,0.3923592,2.19229,0
2409.094,227.2656,100.8163,0.1700597,2.216706,0
2272.734,409.0938,100.8163,0.1491841,2.110721,0
3181.813,409.0938,100.8163,0.1522092,1.955839,0
590.9063,954.5469,100.8163,-0.00848393,2.105623,0
2636.359,1363.641,100.8163,0.04718146,2.108386,0
3090.906,1863.641,100.8163,-0.1590873,2.215106,0
1590.906,2045.453,100.8163,0.2249846,1.874847,0
772.7344,2090.906,100.8163,-0.1034692,2.141227,0
2045.453,2363.641,100.8163,0.02117966,2.160636,0
818.1875,2409.094,100.8163,-0.03135152,1.990705,0
2772.734,2409.094,100.8163,0.1887327,2.067858,0
1409.094,2454.547,100.8163,0.3018765,1.961421,0
1772.734,2545.453,100.8163,0.238647,1.988558,0
2454.547,2681.813,100.8163,0.01847531,2.001599,0
1090.906,2818.188,100.8163,0.2352714,1.983553,0
1681.813,2863.641,100.8163,0.2483724,1.906778,0
2772.734,2863.641,100.8163,0.04580035,2.062002,0
3318.188,2909.094,100.8163,0.04702359,2.401366,0
1363.641,3000,100.8163,0.2606233,1.915243,0
2272.734,3045.453,100.8163,0.200444,1.935018,0
2000,3090.906,100.8163,0.1935835,1.911377,0
681.8125,3136.359,100.8163,0.1347506,2.555662,0
272.7344,3318.188,100.8163,-0.01443593,2.294002,0
1090.906,3363.641,100.8163,0.2011651,1.980832,0
1545.453,3363.641,100.8163,0.1969728,1.95964,0
1954.547,3363.641,100.8163,0.04034884,2.042207,0
2681.813,3363.641,100.8163,0.1837064,2.068475,0
4000,3636.359,100.8163,0.1655305,2.067491,0
1318.188,3681.813,100.8163,0.2298393,2.011984,0
3000,3727.266,100.8163,0.2551109,1.852508,0
2318.188,3818.188,100.8163,-0.07546134,2.426524,0
500,4090.906,100.8163,-0.1621849,2.24917,0
3272.734,4090.906,100.8163,0.4280408,2.095159,1
3954.547,4136.359,100.8163,0.2904913,2.17241,0
3500,4272.734,100.8163,0.3992938,2.185719,0
2409.094,227.2656,93.06123,0.182572,2.201786,0
2272.734,409.0938,93.06123,0.1595579,2.100003,0
3181.813,409.0938,93.06123,0.1629052,1.953157,0
590.9063,954.5469,93.06123,-0.004382594,2.105017,0
2636.359,1363.641,93.06123,0.0536111,2.096441,0
3090.906,1863.641,93.06123,-0.1494938,2.200336,0
1590.906,2045.453,93.06123,0.2291235,1.869016,0
772.7344,2090.906,93.06123,-0.09604199,2.124223,0
2045.453,2363.641,93.06123,0.03358293,2.137926,0
818.1875,2409.094,93.06123,-0.0218234,1.980711,0
2772.734,2409.094,93.06123,0.1951195,2.054825,0
1409.094,2454.547,93.06123,0.3102787,1.946508,0
1772.734,2545.453,93.06123,0.2494778,1.970707,0
2454.547,2681.813,93.06123,0.03179163,1.978395,0
1090.906,2818.188,93.06123,0.2466989,1.969052,0
1681.813,2863.641,93.06123,0.2600153,1.898276,0
2772.734,2863.641,93.06123,0.05523924,2.043578,0
3318.188,2909.094,93.06123,0.05660202,2.384094,0
1363.641,3000,93.06123,0.2687241,1.911699,0
2272.734,3045.453,93.06123,0.209293,1.922016,0
2000,3090.906,93.06123,0.203016,1.901279,0
681.8125,3136.359,93.06123,0.1456037,2.52887,0
272.7344,3318.188,93.06123,-0.006265817,2.31113,0
1090.906,3363.641,93.06123,0.2108006,1.974878,0
1545.453,3363.641,93.06123,0.2098132,1.951789,0
1954.547,3363.641,93.06123,0.04931061,2.034579,0
2681.813,3363.641,93.06123,0.1944681,2.046998,0
4000,3636.359,93.06123,0.1694843,2.066422,0
1318.188,3681.813,93.06123,0.2376282,2.004578,0
3000,3727.266,93.06123,0.2649232,1.854065,0
2318.188,3818.188,93.06123,-0.06709826,2.395254,0
500,4090.906,93.06123,-0.1565575,2.252901,0
3272.734,4090.906,93.06123,0.4353232,2.088858,1
3954.547,4136.359,93.06123,0.2922611,2.174475,0
3500,4272.734,93.06123,0.403098,2.183503,1
2409.094,227.2656,85.30613,0.2018485,2.17574,0
2272.734,409.0938,85.30613,0.1770109,2.075273,0
3181.813,409.0938,85.30613,0.1802382,1.939881,0
590.9063,954.5469,85.30613,0.009058135,2.101124,0
2636.359,1363.641,85.30613,0.06558249,2.068814,0
3090.906,1863.641,85.30613,-0.1382658,2.176094,0
1590.906,2045.453,85.30613,0.2473925,1.846845,0
772.7344,2090.906,85.30613,-0.08577782,2.102577,0
2045.453,2363.641,85.30613,0.04882815,2.118255,0
818.1875,2409.094,85.30613,-0.01049833,1.962589,0
2772.734,2409.094,85.30613,0.2126801,2.033845,0
1409.094,2454.547,85.30613,0.3298024,1.921897,1
1772.734,2545.453,85.30613,0.2640791,1.94667,0
2454.547,2681.813,85.30613,0.04517687,1.955266,0
1090.906,2818.188,85.30613,0.265274,1.948988,0
1681.813,2863.641,85.30613,0.2777336,1.884901,0
2772.734,2863.641,85.30613,0.0690185,2.011338,0
3318.188,2909.094,85.30613,0.07136013,2.361769,0
1363.641,3000,85.30613,0.2887605,1.897956,0
2272.734,3045.453,85.30613,0.2249953,1.901404,0
2000,3090.906,85.30613,0.2214323,1.884604,0
681.8125,3136.359,85.30613,0.1633784,2.486884,0
272.7344,3318.188,85.30613,0.008870216,2.339026,0
1090.906,3363.641,85.30613,0.2277035,1.959347,0
1545.453,3363.641,85.30613,0.2270079,1.932442,0
1954.547,3363.641,85.30613,0.06306159,2.013842,0
2681.813,3363.641,85.30613,0.2129823,2.010328,0
4000,3636.359,85.30613,0.1780991,2.06115,0
1318.188,3681.813,85.30613,0.2501338,1.990214,0
3000,3727.266,85.30613,0.283288,1.847284,0
2318.188,3818.188,85.30613,-0.05462238,2.347622,0
500,4090.906,85.30613,-0.1479076,2.243989,0
3272.734,4090.906,85.30613,0.4501253,2.079504,1
3954.547,4136.359,85.30613,0.2964337,2.171853,0
3500,4272.734,85.30613,0.4099565,2.177009,1
2409.094,227.2656,77.55103,0.2129952,2.161182,0
2272.734,409.0938,77.55103,0.1872275,2.059719,0
3181.813,409.0938,77.55103,0.1905984,1.931904,0
590.9063,954.5469,77.55103,0.01645063,2.09836,0
2636.359,1363.641,77.55103,0.07300283,2.052207,0
3090.906,1863.641,77.55103,-0.1324979,2.161466,0
1590.906,2045.453,77.55103,0.2588697,1.83293,0
772.7344,2090.906,77.55103,-0.07961136,2.0909,0
2045.453,2363.641,77.55103,0.05544741,2.111782,0
818.1875,2409.094,77.55103,-0.004194735,1.95213,0
2772.734,2409.094,77.55103,0.2234601,2.022809,0
1409.094,2454.547,77.55103,0.3422045,1.907928,1
1772.734,2545.453,77.55103,0.2730727,1.933253,0
2454.547,2681.813,77.55103,0.05150352,1.942405,0
1090.906,2818.188,77.55103,0.2764376,1.937865,0
1681.813,2863.641,77.55103,0.2890365,1.877637,0
2772.734,2863.641,77.55103,0.07726952,1.991775,0
3318.188,2909.094,77.55103,0.07998709,2.349583,0
1363.641,3000,77.55103,0.3023481,1.887266,0
2272.734,3045.453,77.55103,0.2356772,1.888195,0
2000,3090.906,77.55103,0.2320539,1.87592,0
681.8125,3136.359,77.55103,0.1739598,2.466604,0
272.7344,3318.188,77.55103,0.01659468,2.351501,0
1090.906,3363.641,77.55103,0.237603,1.948616,0
1545.453,3363.641,77.55103,0.2358523,1.920147,0
1954.547,3363.641,77.55103,0.07089824,2.000309,0
2681.813,3363.641,77.55103,0.2240144,1.988954,0
4000,3636.359,77.55103,0.183321,2.056864,0
1318.188,3681.813,77.55103,0.2590723,1.981289,0
3000,3727.266,77.55103,0.2957176,1.839909,0
2318.188,3818.188,77.55103,-0.04808035,2.319895,0
500,4090.906,77.55103,-0.1437434,2.23758,0
3272.734,4090.906,77.55103,0.4592519,2.075913,1
3954.547,4136.359,77.55103,0.2991889,2.168975,0
3500,4272.734,77.55103,0.4144446,2.173485,1
2409.094,227.2656,69.79591,0.230969,2.137843,0
2272.734,409.0938,69.79591,0.2033561,2.042217,0
3181.813,409.0938,69.79591,0.205501,1.922191,0
590.9063,954.5469,69.79591,0.02488379,2.096827,0
2636.359,1363.641,69.79591,0.08285762,2.031839,0
3090.906,1863.641,69.79591,-0.1200472,2.136294,0
1590.906,2045.453,69.79591,0.2725402,1.819474,0
772.7344,2090.906,69.79591,-0.06889935,2.067685,0
2045.453,2363.641,69.79591,0.07269315,2.077067,0
818.1875,2409.094,69.79591,0.007113563,1.939045,0
2772.734,2409.094,69.79591,0.2335338,2.003103,0
1409.094,2454.547,69.79591,0.3584302,1.887132,1
1772.734,2545.453,69.79591,0.2892016,1.910429,0
2454.547,2681.813,69.79591,0.06995372,1.915115,0
1090.906,2818.188,69.79591,0.2944609,1.918312,0
1681.813,2863.641,69.79591,0.3053193,1.867393,0
2772.734,2863.641,69.79591,0.09104059,1.96551,0
3318.188,2909.094,69.79591,0.09313195,2.317258,0
1363.641,3000,69.79591,0.3182629,1.880059,1
2272.734,3045.453,69.79591,0.2485681,1.871243,0
2000,3090.906,69.79591,0.2496473,1.862298,0
681.8125,3136.359,69.79591,0.1887308,2.430068,0
272.7344,3318.188,69.79591,0.0267213,2.369855,0
1090.906,3363.641,69.79591,0.2537402,1.937894,0
1545.453,3363.641,69.79591,0.2535479,1.907177,0
1954.547,3363.641,69.79591,0.08613931,1.985704,0
2681.813,3363.641,69.79591,0.2380405,1.963576,0
4000,3636.359,69.79591,0.1894621,2.055777,0
1318.188,3681.813,69.79591,0.2707573,1.970343,0
3000,3727.266,69.79591,0.3106517,1.84143,1
2318.188,3818.188,69.79591,-0.0363673,2.276263,0
500,4090.906,69.79591,-0.1363146,2.238679,0
3272.734,4090.906,69.79591,0.4702913,2.067955,1
3954.547,4136.359,69.79591,0.3029951,2.169613,0
3500,4272.734,69.79591,0.4198649,2.16907,1
2409.094,227.2656,62.04081,0.2499107,2.11419,0
2272.734,409.0938,62.04081,0.219857,2.015157,0
3181.813,409.0938,62.04081,0.2225174,1.908298,0
590.9063,954.5469,62.04081,0.03813551,2.092183,0
2636.359,1363.641,62.04081,0.09364401,2.00289,0
3090.906,1863.641,62.04081,-0.1112578,2.111136,0
1590.906,2045.453,62.04081,0.2891771,1.798837,0
772.7344,2090.906,62.04081,-0.06019728,2.051479,0
2045.453,2363.641,62.04081,0.08440638,2.059922,0
818.1875,2409.094,62.04081,0.01732858,1.920497,0
2772.734,2409.094,62.04081,0.2521724,1.98581,0
1409.094,2454.547,62.04081,0.3776784,1.868337,1
1772.734,2545.453,62.04081,0.3042759,1.889634,0
2454.547,2681.813,62.04081,0.08028878,1.896286,0
1090.906,2818.188,62.04081,0.3124322,1.901246,0
1681.813,2863.641,62.04081,0.3234941,1.855926,1
2772.734,2863.641,62.04081,0.1041557,1.936034,0
3318.188,2909.094,62.04081,0.1077142,2.291319,0
1363.641,3000,62.04081,0.3387451,1.866413,1
2272.734,3045.453,62.04081,0.2664401,1.852171,0
2000,3090.906,62.04081,0.2644989,1.85157,0
681.8125,3136.359,62.04081,0.2061316,2.393822,0
272.7344,3318.188,62.04081,0.04073014,2.39441,0
1090.906,3363.641,62.04081,0.2685948,1.921868,0
1545.453,3363.641,62.04081,0.2688891,1.888749,0
1954.547,3363.641,62.04081,0.09798322,1.965997,0
2681.813,3363.641,62.04081,0.2574382,1.932039,0
4000,3636.359,62.04081,0.1967204,2.050479,0
1318.188,3681.813,62.04081,0.2830254,1.957523,0
3000,3727.266,62.04081,0.3312778,1.827414,1
2318.188,3818.188,62.04081,-0.02551853,2.233638,0
500,4090.906,62.04081,-0.1294872,2.2258,0
3272.734,4090.906,62.04081,0.4853925,2.062166,1
3954.547,4136.359,62.04081,0.3068211,2.165002,0
3500,4272.734,62.04081,0.4270495,2.163151,1
2409.094,227.2656,54.28571,0.2620156,2.097098,0
2272.734,409.0938,54.28571,0.230772,2.001897,0
3181.813,409.0938,54.28571,0.233064,1.901892,0
590.9063,954.5469,54.28571,0.04002502,2.091341,0
2636.359,1363.641,54.28571,0.1003246,1.987653,0
3090.906,1863.641,54.28571,-0.1026434,2.093997,0
1590.906,2045.453,54.28571,0.2960082,1.792872,1
772.7344,2090.906,54.28571,-0.05393115,2.037505,0
2045.453,2363.641,54.28571,0.09741587,2.032495,0
818.1875,2409.094,54.28571,0.02570185,1.91083,0
2772.734,2409.094,54.28571,0.258545,1.972626,0
1409.094,2454.547,54.28571,0.3881353,1.857331,1
1772.734,2545.453,54.28571,0.3164423,1.875614,1
2454.547,2681.813,54.28571,0.09341466,1.878546,0
1090.906,2818.188,54.28571,0.3246472,1.889008,0
1681.813,2863.641,54.28571,0.3356731,1.848703,1
2772.734,2863.641,54.28571,0.1140567,1.917363,0
3318.188,2909.094,54.28571,0.1169974,2.268024,0
1363.641,3000,54.28571,0.350136,1.861025,1
2272.734,3045.453,54.28571,0.2761663,1.841204,0
2000,3090.906,54.28571,0.2769056,1.843766,0
681.8125,3136.359,54.28571,0.2172276,2.365615,0
272.7344,3318.188,54.28571,0.0495739,2.40776,0
1090.906,3363.641,54.28571,0.2790656,1.91635,0
1545.453,3363.641,54.28571,0.281636,1.882173,0
1954.547,3363.641,54.28571,0.1082259,1.958073,0
2681.813,3363.641,54.28571,0.2676233,1.915125,0
4000,3636.359,54.28571,0.2009611,2.049881,0
1318.188,3681.813,54.28571,0.2900054,1.950903,0
3000,3727.266,54.28571,0.3416346,1.826001,1
2318.188,3818.188,54.28571,-0.01696257,2.20429,0
500,4090.906,54.28571,-0.124261,2.226454,0
