X,Y,Z,density,resistivity,Ore_log
2772.734,2409.094,271.4286,0.01858561,2.303057,0
1409.094,2454.547,271.4286,0.1540777,2.355012,0
1772.734,2545.453,271.4286,0.1193968,2.442145,0
2454.547,2681.813,271.4286,-0.07981512,2.287982,0
1090.906,2818.188,271.4286,0.08126424,2.27293,0
1681.813,2863.641,271.4286,0.1089375,2.188418,0
2772.734,2863.641,271.4286,-0.07213867,2.52831,0
3318.188,2909.094,271.4286,-0.09118353,2.39621,0
1363.641,3000,271.4286,0.1182528,2.208203,0
2272.734,3045.453,271.4286,0.05759892,2.400128,0
2000,3090.906,271.4286,0.04882643,2.305905,0
681.8125,3136.359,271.4286,-0.04374044,2.930701,0
272.7344,3318.188,271.4286,-0.1696721,2.066886,0
1090.906,3363.641,271.4286,0.05733766,2.199872,0
1545.453,3363.641,271.4286,0.07760658,2.379559,0
1954.547,3363.641,271.4286,-0.06968562,2.44559,0
2681.813,3363.641,271.4286,0.02719335,2.81491,0
4000,3636.359,271.4286,0.05872646,2.128239,0
1318.188,3681.813,271.4286,0.0849655,2.24138,0
3000,3727.266,271.4286,0.0943382,2.034662,0
2318.188,3818.188,271.4286,-0.2095458,2.899106,0
500,4090.906,271.4286,-0.2735197,2.343462,0
3272.734,4090.906,271.4286,0.2545222,2.284472,0
3954.547,4136.359,271.4286,0.2189615,2.213275,0
3500,4272.734,271.4286,0.2862171,2.290457,0
2409.094,227.2656,263.6735,0.003649535,2.476902,0
2272.734,409.0938,263.6735,-0.009677945,2.281749,0
3181.813,409.0938,263.6735,-0.01152403,1.980157,0
590.9063,954.5469,263.6735,-0.1232768,2.182667,0
2636.359,1363.641,263.6735,-0.08609992,2.342377,0
3090.906,1863.641,263.6735,-0.2770104,2.29203,0
1590.906,2045.453,263.6735,0.07661583,2.341152,0
772.7344,2090.906,263.6735,-0.2350847,2.477707,0
2045.453,2363.641,263.6735,-0.07729253,2.388492,0
818.1875,2409.094,263.6735,-0.1478872,2.158432,0
2772.734,2409.094,263.6735,0.02494268,2.298171,0
1409.094,2454.547,263.6735,0.1555129,2.339054,0
1772.734,2545.453,263.6735,0.1204917,2.425311,0
2454.547,2681.813,263.6735,-0.08022061,2.281699,0
1090.906,2818.188,263.6735,0.08294877,2.263889,0
1681.813,2863.641,263.6735,0.109561,2.171346,0
2772.734,2863.641,263.6735,-0.07105786,2.50992,0
3318.188,2909.094,263.6735,-0.08835539,2.405531,0
1363.641,3000,263.6735,0.119931,2.1907,0
2272.734,3045.453,263.6735,0.06096537,2.369289,0
2000,3090.906,263.6735,0.04889692,2.284378,0
681.8125,3136.359,263.6735,-0.03838725,2.928748,0
272.7344,3318.188,263.6735,-0.1630349,2.072006,0
1090.906,3363.641,263.6735,0.06011716,2.189665,0
1545.453,3363.641,263.6735,0.07825987,2.355954,0
1954.547,3363.641,263.6735,-0.06898291,2.423291,0
2681.813,3363.641,263.6735,0.03089559,2.776713,0
4000,3636.359,263.6735,0.06346661,2.123379,0
1318.188,3681.813,263.6735,0.08970714,2.228845,0
3000,3727.266,263.6735,0.0983925,2.016809,0
2318.188,3818.188,263.6735,-0.2061763,2.890951,0
500,4090.906,263.6735,-0.2681133,2.332943,0
3272.734,4090.906,263.6735,0.2610909,2.274714,0
3954.547,4136.359,263.6735,0.2236397,2.206667,0
3500,4272.734,263.6735,0.291984,2.285733,0
2409.094,227.2656,255.9184,0.005799355,2.473816,0
2272.734,409.0938,255.9184,-0.007582886,2.282087,0
3181.813,409.0938,255.9184,-0.009012518,1.984532,0
590.9063,954.5469,255.9184,-0.121144,2.180047,0
2636.359,1363.641,255.9184,-0.08375137,2.342395,0
3090.906,1863.641,255.9184,-0.2750478,2.296775,0
1590.906,2045.453,255.9184,0.07794123,2.325762,0
772.7344,2090.906,255.9184,-0.2323122,2.468979,0
2045.453,2363.641,255.9184,-0.07676424,2.380163,0
818.1875,2409.094,255.9184,-0.145778,2.155803,0
2772.734,2409.094,255.9184,0.02730468,2.29464,0
1409.094,2454.547,255.9184,0.1562936,2.328132,0
1772.734,2545.453,255.9184,0.1209248,2.412404,0
2454.547,2681.813,255.9184,-0.07928839,2.27498,0
1090.906,2818.188,255.9184,0.08432881,2.257664,0
1681.813,2863.641,255.9184,0.110386,2.162832,0
2772.734,2863.641,255.9184,-0.07004008,2.500143,0
3318.188,2909.094,255.9184,-0.08652176,2.411539,0
1363.641,3000,255.9184,0.1204726,2.18198,0
2272.734,3045.453,255.9184,0.06242267,2.356005,0
2000,3090.906,255.9184,0.04975875,2.271561,0
681.8125,3136.359,255.9184,-0.03565033,2.919509,0
272.7344,3318.188,255.9184,-0.1602842,2.076616,0
1090.906,3363.641,255.9184,0.06217146,2.186132,0
1545.453,3363.641,255.9184,0.0790134,2.342243,0
1954.547,3363.641,255.9184,-0.06790462,2.41112,0
2681.813,3363.641,255.9184,0.03252133,2.755048,0
4000,3636.359,255.9184,0.0659454,2.122263,0
1318.188,3681.813,255.9184,0.0921019,2.224013,0
3000,3727.266,255.9184,0.09986247,2.011961,0
2318.188,3818.188,255.9184,-0.2039358,2.884777,0
500,4090.906,255.9184,-0.2651472,2.330988,0
3272.734,4090.906,255.9184,0.2643555,2.268354,0
3954.547,4136.359,255.9184,0.2257,2.206066,0
3500,4272.734,255.9184,0.2950176,2.282699,0
2409.094,227.2656,248.1633,0.009726288,2.469673,0
2272.734,409.0938,248.1633,-0.003520263,2.284555,0
3181.813,409.0938,248.1633,-0.004760711,1.987193,0
590.9063,954.5469,248.1633,-0.1167782,2.17457,0
2636.359,1363.641,248.1633,-0.07961012,2.339095,0
3090.906,1863.641,248.1633,-0.2702682,2.304182,0
1590.906,2045.453,248.1633,0.08061486,2.297539,0
772.7344,2090.906,248.1633,-0.2268003,2.4481,0
2045.453,2363.641,248.1633,-0.07424852,2.366461,0
818.1875,2409.094,248.1633,-0.142667,2.152502,0
2772.734,2409.094,248.1633,0.03005118,2.286747,0
1409.094,2454.547,248.1633,0.1584256,2.308087,0
1772.734,2545.453,248.1633,0.1221209,2.38576,0
2454.547,2681.813,248.1633,-0.07729499,2.260885,0
1090.906,2818.188,248.1633,0.08739399,2.242942,0
1681.813,2863.641,248.1633,0.1119758,2.149573,0
2772.734,2863.641,248.1633,-0.06737006,2.481152,0
3318.188,2909.094,248.1633,-0.08311549,2.421911,0
1363.641,3000,248.1633,0.1211027,2.169211,0
2272.734,3045.453,248.1633,0.06418475,2.33707,0
2000,3090.906,248.1633,0.05388446,2.248723,0
681.8125,3136.359,248.1633,-0.03079508,2.913489,0
272.7344,3318.188,248.1633,-0.1560747,2.091093,0
1090.906,3363.641,248.1633,0.06519059,2.174119,0
1545.453,3363.641,248.1633,0.08161189,2.320871,0
1954.547,3363.641,248.1633,-0.06647314,2.395852,0
2681.813,3363.641,248.1633,0.03491621,2.718876,0
4000,3636.359,248.1633,0.06967016,2.122088,0
1318.188,3681.813,248.1633,0.09628855,2.215533,0
3000,3727.266,248.1633,0.1012985,2.005866,0
2318.188,3818.188,248.1633,-0.1991355,2.872107,0
500,4090.906,248.1633,-0.2614756,2.334244,0
3272.734,4090.906,248.1633,0.2698017,2.256395,0
3954.547,4136.359,248.1633,0.2281741,2.207109,0
3500,4272.734,248.1633,0.2997274,2.277206,0
2409.094,227.2656,240.4082,0.01334696,2.45922,0
2272.734,409.0938,240.4082,0.00017065,2.278677,0
3181.813,409.0938,240.4082,-0.000742002,1.988552,0
590.9063,954.5469,240.4082,-0.1151632,2.171469,0
2636.359,1363.641,240.4082,-0.07464258,2.329744,0
3090.906,1863.641,240.4082,-0.2694887,2.308638,0
1590.906,2045.453,240.4082,0.08726943,2.27617,0
772.7344,2090.906,240.4082,-0.2228716,2.441016,0
2045.453,2363.641,240.4082,-0.07664894,2.361397,0
818.1875,2409.094,240.4082,-0.1403268,2.144562,0
2772.734,2409.094,240.4082,0.0371683,2.280957,0
1409.094,2454.547,240.4082,0.1617242,2.29908,0
1772.734,2545.453,240.4082,0.1240074,2.370918,0
2454.547,2681.813,240.4082,-0.07814637,2.256871,0
1090.906,2818.188,240.4082,0.0899009,2.234995,0
1681.813,2863.641,240.4082,0.1139732,2.134577,0
2772.734,2863.641,240.4082,-0.06602129,2.46456,0
3318.188,2909.094,240.4082,-0.08007236,2.428007,0
1363.641,3000,240.4082,0.1249934,2.147884,0
2272.734,3045.453,240.4082,0.06805263,2.312062,0
2000,3090.906,240.4082,0.05496357,2.228741,0
681.8125,3136.359,240.4082,-0.02563368,2.907603,0
272.7344,3318.188,240.4082,-0.1505127,2.088171,0
1090.906,3363.641,240.4082,0.0688321,2.168217,0
1545.453,3363.641,240.4082,0.08127128,2.298908,0
1954.547,3363.641,240.4082,-0.0654061,2.370079,0
2681.813,3363.641,240.4082,0.03910511,2.685991,0
4000,3636.359,240.4082,0.07437896,2.114899,0
1318.188,3681.813,240.4082,0.1016521,2.201737,0
3000,3727.266,240.4082,0.1062958,1.985334,0
2318.188,3818.188,240.4082,-0.1958617,2.863265,0
500,4090.906,240.4082,-0.2573927,2.319288,0
3272.734,4090.906,240.4082,0.2769512,2.248679,0
3954.547,4136.359,240.4082,0.233074,2.19874,0
3500,4272.734,240.4082,0.305358,2.272017,0
2409.094,227.2656,232.6531,0.01685521,2.458384,0
2272.734,409.0938,232.6531,0.003455969,2.281232,0
3181.813,409.0938,232.6531,0.003195198,1.998767,0
590.9063,954.5469,232.6531,-0.1110355,2.168036,0
2636.359,1363.641,232.6531,-0.07208851,2.32758,0
3090.906,1863.641,232.6531,-0.2642727,2.312215,0
1590.906,2045.453,232.6531,0.08592384,2.25678,0
772.7344,2090.906,232.6531,-0.2184214,2.425169,0
2045.453,2363.641,232.6531,-0.07225901,2.346855,0
818.1875,2409.094,232.6531,-0.135946,2.144381,0
2772.734,2409.094,232.6531,0.03838618,2.275622,0
1409.094,2454.547,232.6531,0.1623206,2.279469,0
1772.734,2545.453,232.6531,0.1251462,2.34979,0
2454.547,2681.813,232.6531,-0.07450402,2.242997,0
1090.906,2818.188,232.6531,0.09244867,2.225777,0
1681.813,2863.641,232.6531,0.1159404,2.125917,0
2772.734,2863.641,232.6531,-0.0633854,2.451265,0
3318.188,2909.094,232.6531,-0.07687664,2.435925,0
1363.641,3000,232.6531,0.1245271,2.14303,0
2272.734,3045.453,232.6531,0.06942979,2.298599,0
2000,3090.906,232.6531,0.05820736,2.214418,0
681.8125,3136.359,232.6531,-0.02206562,2.894245,0
272.7344,3318.188,232.6531,-0.1469532,2.105749,0
1090.906,3363.641,232.6531,0.07096507,2.159003,0
1545.453,3363.641,232.6531,0.08478446,2.283934,0
1954.547,3363.641,232.6531,-0.06270888,2.361732,0
2681.813,3363.641,232.6531,0.0409816,2.658393,0
4000,3636.359,232.6531,0.07678869,2.117736,0
1318.188,3681.813,232.6531,0.1049579,2.199621,0
3000,3727.266,232.6531,0.1078573,1.987816,0
2318.188,3818.188,232.6531,-0.1920969,2.851169,0
500,4090.906,232.6531,-0.253736,2.328238,0
3272.734,4090.906,232.6531,0.2802757,2.241288,0
3954.547,4136.359,232.6531,0.2337154,2.205207,0
3500,4272.734,232.6531,0.3083818,2.269946,0
2409.094,227.2656,224.8979,0.02230531,2.445464,0
2272.734,409.0938,224.8979,0.009116815,2.275978,0
3181.813,409.0938,224.8979,0.009305971,1.998898,0
590.9063,954.5469,224.8979,-0.106638,2.162943,0
2636.359,1363.641,224.8979,-0.06591657,2.319534,0
3090.906,1863.641,224.8979,-0.2597583,2.315965,0
1590.906,2045.453,224.8979,0.09168139,2.224953,0
772.7344,2090.906,224.8979,-0.2131111,2.408396,0
2045.453,2363.641,224.8979,-0.07039274,2.335036,0
818.1875,2409.094,224.8979,-0.1321122,2.136556,0
2772.734,2409.094,224.8979,0.04557234,2.265363,0
1409.094,2454.547,224.8979,0.1663138,2.258241,0
1772.734,2545.453,224.8979,0.127599,2.326329,0
2454.547,2681.813,224.8979,-0.07292815,2.233113,0
1090.906,2818.188,224.8979,0.09722935,2.211076,0
1681.813,2863.641,224.8979,0.1194016,2.108206,0
2772.734,2863.641,224.8979,-0.05979311,2.426839,0
3318.188,2909.094,224.8979,-0.07203944,2.443051,0
1363.641,3000,224.8979,0.1287148,2.124904,0
2272.734,3045.453,224.8979,0.07446703,2.269137,0
2000,3090.906,224.8979,0.06189418,2.190007,0
681.8125,3136.359,224.8979,-0.01482765,2.881565,0
272.7344,3318.188,224.8979,-0.1390164,2.113253,0
1090.906,3363.641,224.8979,0.07565452,2.14835,0
1545.453,3363.641,224.8979,0.08728418,2.258269,0
1954.547,3363.641,224.8979,-0.05991082,2.338372,0
2681.813,3363.641,224.8979,0.04639786,2.61423,0
4000,3636.359,224.8979,0.08300701,2.113721,0
1318.188,3681.813,224.8979,0.1095317,2.182375,0
3000,3727.266,224.8979,0.1126492,1.970829,0
2318.188,3818.188,224.8979,-0.186541,2.837122,0
500,4090.906,224.8979,-0.247754,2.320729,0
3272.734,4090.906,224.8979,0.2881248,2.22867,0
3954.547,4136.359,224.8979,0.237621,2.201885,0
3500,4272.734,224.8979,0.3146406,2.262835,0
2409.094,227.2656,217.1429,0.02579503,2.437966,0
2272.734,409.0938,217.1429,0.01256789,2.272218,0
3181.813,409.0938,217.1429,0.0131256,2.001747,0
590.9063,954.5469,217.1429,-0.1043962,2.160083,0
2636.359,1363.641,217.1429,-0.06211996,2.313509,0
3090.906,1863.641,217.1429,-0.2575075,2.317911,0
1590.906,2045.453,217.1429,0.09567495,2.207399,0
772.7344,2090.906,217.1429,-0.2094842,2.399125,0
2045.453,2363.641,217.1429,-0.07017797,2.328227,0
818.1875,2409.094,217.1429,-0.1292453,2.131213,0
2772.734,2409.094,217.1429,0.05023856,2.259844,0
1409.094,2454.547,217.1429,0.1695499,2.247926,0
1772.734,2545.453,217.1429,0.1300073,2.311644,0
2454.547,2681.813,217.1429,-0.07221249,2.226943,0
1090.906,2818.188,217.1429,0.09971336,2.204367,0
1681.813,2863.641,217.1429,0.1215423,2.09866,0
2772.734,2863.641,217.1429,-0.05789939,2.414329,0
3318.188,2909.094,217.1429,-0.06913359,2.447729,0
1363.641,3000,217.1429,0.1314653,2.111898,0
2272.734,3045.453,217.1429,0.0781199,2.251161,0
2000,3090.906,217.1429,0.06396618,2.175853,0
681.8125,3136.359,217.1429,-0.01076056,2.879523,0
272.7344,3318.188,217.1429,-0.1357087,2.114031,0
1090.906,3363.641,217.1429,0.07894566,2.140974,0
1545.453,3363.641,217.1429,0.08832599,2.241578,0
1954.547,3363.641,217.1429,-0.05773948,2.320393,0
2681.813,3363.641,217.1429,0.04953436,2.590794,0
4000,3636.359,217.1429,0.08587818,2.110109,0
1318.188,3681.813,217.1429,0.1138194,2.176124,0
3000,3727.266,217.1429,0.1168105,1.960118,0
2318.188,3818.188,217.1429,-0.1831522,2.826348,0
500,4090.906,217.1429,-0.2442047,2.314456,0
3272.734,4090.906,217.1429,0.2929699,2.221947,0
3954.547,4136.359,217.1429,0.2405644,2.198857,0
3500,4272.734,217.1429,0.3184761,2.260025,0
2409.094,227.2656,209.3878,0.03224165,2.428886,0
2272.734,409.0938,209.3878,0.01880937,2.271913,0
3181.813,409.0938,209.3878,0.01913302,2.00366,0
590.9063,954.5469,209.3878,-0.0979849,2.155397,0
2636.359,1363.641,209.3878,-0.05705574,2.306914,0
3090.906,1863.641,209.3878,-0.2507688,2.32008,0
1590.906,2045.453,209.3878,0.09978723,2.179803,0
772.7344,2090.906,209.3878,-0.2026766,2.374956,0
2045.453,2363.641,209.3878,-0.06557828,2.311094,0
818.1875,2409.094,209.3878,-0.1243318,2.12716,0
2772.734,2409.094,209.3878,0.05473641,2.246576,0
1409.094,2454.547,209.3878,0.1733175,2.225291,0
1772.734,2545.453,209.3878,0.1331399,2.28409,0
2454.547,2681.813,209.3878,-0.06678101,2.20969,0
1090.906,2818.188,209.3878,0.1053786,2.186472,0
1681.813,2863.641,209.3878,0.1253537,2.08544,0
2772.734,2863.641,209.3878,-0.05318148,2.393373,0
3318.188,2909.094,209.3878,-0.06390975,2.452406,0
1363.641,3000,209.3878,0.1339622,2.100577,0
2272.734,3045.453,209.3878,0.08131874,2.232359,0
2000,3090.906,209.3878,0.06973018,2.154147,0
681.8125,3136.359,209.3878,-0.004833518,2.863276,0
272.7344,3318.188,209.3878,-0.129916,2.131791,0
1090.906,3363.641,209.3878,0.08398096,2.130286,0
1545.453,3363.641,209.3878,0.0930308,2.220308,0
1954.547,3363.641,209.3878,-0.05345227,2.303683,0
2681.813,3363.641,209.3878,0.05383199,2.55394,0
4000,3636.359,209.3878,0.09043081,2.110954,0
1318.188,3681.813,209.3878,0.1191372,2.168335,0
3000,3727.266,209.3878,0.1202461,1.957783,0
2318.188,3818.188,209.3878,-0.1773628,2.807615,0
500,4090.906,209.3878,-0.2395361,2.318747,0
3272.734,4090.906,209.3878,0.3000858,2.210565,0
3954.547,4136.359,209.3878,0.2429534,2.202259,0
3500,4272.734,209.3878,0.3234583,2.254833,0
2409.094,227.2656,201.6327,0.03811531,2.415712,0
2272.734,409.0938,201.6327,0.02526024,2.26115,0
3181.813,409.0938,201.6327,0.02613777,2.001591,0
590.9063,954.5469,201.6327,-0.09612882,2.150947,0
2636.359,1363.641,201.6327,-0.05011259,2.292876,0
3090.906,1863.641,201.6327,-0.2478501,2.32086,0
1590.906,2045.453,201.6327,0.1075046,2.152245,0
772.7344,2090.906,201.6327,-0.1971604,2.36497,0
2045.453,2363.641,201.6327,-0.06499593,2.306185,0
818.1875,2409.094,201.6327,-0.1205272,2.117005,0
2772.734,2409.094,201.6327,0.06378987,2.239291,0
1409.094,2454.547,201.6327,0.1799254,2.209499,0
1772.734,2545.453,201.6327,0.1374475,2.26549,0
2454.547,2681.813,201.6327,-0.06675443,2.203871,0
1090.906,2818.188,201.6327,0.1106861,2.175361,0
1681.813,2863.641,201.6327,0.1310381,2.068949,0
2772.734,2863.641,201.6327,-0.04954062,2.370305,0
3318.188,2909.094,201.6327,-0.05862769,2.457282,0
1363.641,3000,201.6327,0.1407395,2.079584,0
2272.734,3045.453,201.6327,0.08857372,2.202599,0
2000,3090.906,201.6327,0.07510655,2.131799,0
681.8125,3136.359,201.6327,0.003355281,2.847794,0
272.7344,3318.188,201.6327,-0.1230035,2.127784,0
1090.906,3363.641,201.6327,0.08936823,2.120391,0
1545.453,3363.641,201.6327,0.09519538,2.196378,0
1954.547,3363.641,201.6327,-0.05078216,2.278725,0
2681.813,3363.641,201.6327,0.06051511,2.510985,0
4000,3636.359,201.6327,0.09603956,2.103994,0
1318.188,3681.813,201.6327,0.1267216,2.15405,0
3000,3727.266,201.6327,0.1283567,1.938201,0
2318.188,3818.188,201.6327,-0.1722716,2.790196,0
500,4090.906,201.6327,-0.2346069,2.306107,0
3272.734,4090.906,201.6327,0.3086557,2.20216,0
3954.547,4136.359,201.6327,0.2475816,2.194093,0
3500,4272.734,201.6327,0.3298891,2.248514,0
2409.094,227.2656,193.8775,0.04298493,2.408225,0
2272.734,409.0938,193.8775,0.02967435,2.26005,0
3181.813,409.0938,193.8775,0.03098632,2.005161,0
590.9063,954.5469,193.8775,-0.09134234,2.148662,0
2636.359,1363.641,193.8775,-0.04689084,2.287937,0
3090.906,1863.641,193.8775,-0.2423225,2.319729,0
1590.906,2045.453,193.8775,0.1085305,2.136103,0
772.7344,2090.906,193.8775,-0.1932368,2.34938,0
2045.453,2363.641,193.8775,-0.05978593,2.292585,0
818.1875,2409.094,193.8775,-0.1160763,2.114144,0
2772.734,2409.094,193.8775,0.0667493,2.23087,0
1409.094,2454.547,193.8775,0.1821739,2.192842,0
1772.734,2545.453,193.8775,0.1409003,2.246501,0
2454.547,2681.813,193.8775,-0.06162903,2.189263,0
1090.906,2818.188,193.8775,0.1149507,2.164005,0
1681.813,2863.641,193.8775,0.1343093,2.060334,0
2772.734,2863.641,193.8775,-0.04574451,2.355368,0
3318.188,2909.094,193.8775,-0.05442546,2.458375,0
1363.641,3000,193.8775,0.1421995,2.073184,0
2272.734,3045.453,193.8775,0.09146686,2.189975,0
2000,3090.906,193.8775,0.07858123,2.118961,0
681.8125,3136.359,193.8775,0.008108201,2.832983,0
272.7344,3318.188,193.8775,-0.1173214,2.144873,0
1090.906,3363.641,193.8775,0.0927363,2.113124,0
1545.453,3363.641,193.8775,0.1000842,2.183086,0
1954.547,3363.641,193.8775,-0.04725014,2.26919,0
2681.813,3363.641,193.8775,0.06432054,2.486136,0
4000,3636.359,193.8775,0.09859604,2.104676,0
1318.188,3681.813,193.8775,0.1290769,2.146693,0
3000,3727.266,193.8775,0.1317356,1.939026,0
2318.188,3818.188,193.8775,-0.1677688,2.776732,0
500,4090.906,193.8775,-0.2305984,2.309747,0
3272.734,4090.906,193.8775,0.3123872,2.193514,0
3954.547,4136.359,193.8775,0.2486682,2.197676,0
3500,4272.734,193.8775,0.3329414,2.246643,0
2409.094,227.2656,186.1225,0.0516635,2.393076,0
2272.734,409.0938,186.1225,0.03864468,2.25112,0
3181.813,409.0938,186.1225,0.04012228,2.005252,0
590.9063,954.5469,186.1225,-0.08532195,2.143667,0
2636.359,1363.641,186.1225,-0.03888375,2.274488,0
3090.906,1863.641,186.1225,-0.2354774,2.317824,0
1590.906,2045.453,186.1225,0.1163012,2.104956,0
772.7344,2090.906,186.1225,-0.185546,2.328298,0
2045.453,2363.641,186.1225,-0.05515625,2.278745,0
818.1875,2409.094,186.1225,-0.1097911,2.105027,0
2772.734,2409.094,186.1225,0.07564063,2.217567,0
1409.094,2454.547,186.1225,0.1895117,2.169251,0
1772.734,2545.453,186.1225,0.1467208,2.220035,0
2454.547,2681.813,186.1225,-0.05722533,2.175003,0
1090.906,2818.188,186.1225,0.1227785,2.147155,0
1681.813,2863.641,186.1225,0.1414986,2.043569,0
2772.734,2863.641,186.1225,-0.03976671,2.329349,0
3318.188,2909.094,186.1225,-0.04712863,2.461371,0
1363.641,3000,186.1225,0.1488226,2.055974,0
2272.734,3045.453,186.1225,0.09869358,2.163271,0
2000,3090.906,186.1225,0.08628549,2.094151,0
681.8125,3136.359,186.1225,0.01794172,2.812492,0
272.7344,3318.188,186.1225,-0.1094158,2.154211,0
1090.906,3363.641,186.1225,0.100319,2.100593,0
1545.453,3363.641,186.1225,0.1058335,2.156702,0
1954.547,3363.641,186.1225,-0.04152109,2.245146,0
2681.813,3363.641,186.1225,0.07218489,2.439441,0
4000,3636.359,186.1225,0.1046109,2.101037,0
1318.188,3681.813,186.1225,0.1369043,2.133485,0
3000,3727.266,186.1225,0.1396539,1.92845,0
2318.188,3818.188,186.1225,-0.1605843,2.750923,0
500,4090.906,186.1225,-0.2239781,2.304595,0
3272.734,4090.906,186.1225,0.321831,2.181876,0
3954.547,4136.359,186.1225,0.2528117,2.195347,0
3500,4272.734,186.1225,0.3391683,2.240536,0
2409.094,227.2656,178.3673,0.05719891,2.382578,0
2272.734,409.0938,178.3673,0.04483183,2.241657,0
3181.813,409.0938,178.3673,0.04640498,2.002253,0
590.9063,954.5469,178.3673,-0.08295882,2.140083,0
2636.359,1363.641,178.3673,-0.03316368,2.264943,0
3090.906,1863.641,178.3673,-0.2329394,2.317111,0
1590.906,2045.453,178.3673,0.1243457,2.085254,0
772.7344,2090.906,178.3673,-0.1803889,2.319285,0
2045.453,2363.641,178.3673,-0.0546626,2.275853,0
818.1875,2409.094,178.3673,-0.1064205,2.096919,0
2772.734,2409.094,178.3673,0.08324313,2.21022,0
1409.094,2454.547,178.3673,0.1960293,2.158972,0
1772.734,2545.453,178.3673,0.1502142,2.206302,0
2454.547,2681.813,178.3673,-0.05638398,2.170149,0
1090.906,2818.188,178.3673,0.1280891,2.138017,0
1681.813,2863.641,178.3673,0.1465811,2.032258,0
2772.734,2863.641,178.3673,-0.03581062,2.310231,0
3318.188,2909.094,178.3673,-0.04239912,2.46361,0
1363.641,3000,178.3673,0.1556512,2.041623,0
2272.734,3045.453,178.3673,0.10469,2.142507,0
2000,3090.906,178.3673,0.09144901,2.079316,0
681.8125,3136.359,178.3673,0.02466074,2.8036,0
272.7344,3318.188,178.3673,-0.1049526,2.149736,0
1090.906,3363.641,178.3673,0.105725,2.092107,0
1545.453,3363.641,178.3673,0.1075416,2.139704,0
1954.547,3363.641,178.3673,-0.03836353,2.226366,0
2681.813,3363.641,178.3673,0.07770567,2.410101,0
4000,3636.359,178.3673,0.1094413,2.096051,0
1318.188,3681.813,178.3673,0.1437599,2.124617,0
3000,3727.266,178.3673,0.1459646,1.914023,0
2318.188,3818.188,178.3673,-0.1565856,2.734603,0
500,4090.906,178.3673,-0.2206888,2.295508,0
3272.734,4090.906,178.3673,0.3292755,2.176679,0
3954.547,4136.359,178.3673,0.2564676,2.189294,0
3500,4272.734,178.3673,0.3437972,2.234882,0
2409.094,227.2656,170.6123,0.06582958,2.370775,0
2272.734,409.0938,170.6123,0.05216996,2.238516,0
3181.813,409.0938,170.6123,0.05411179,2.004559,0
590.9063,954.5469,170.6123,-0.07447933,2.136976,0
2636.359,1363.641,170.6123,-0.02767546,2.258612,0
3090.906,1863.641,170.6123,-0.2247081,2.312038,0
1590.906,2045.453,170.6123,0.1292903,2.061573,0
772.7344,2090.906,170.6123,-0.173554,2.296145,0
2045.453,2363.641,170.6123,-0.0465968,2.255649,0
818.1875,2409.094,170.6123,-0.09935413,2.091306,0
2772.734,2409.094,170.6123,0.08865848,2.195401,0
1409.094,2454.547,170.6123,0.2012396,2.135804,0
1772.734,2545.453,170.6123,0.1558853,2.180469,0
2454.547,2681.813,170.6123,-0.0474637,2.148538,0
1090.906,2818.188,170.6123,0.1357606,2.12091,0
1681.813,2863.641,170.6123,0.152563,2.020375,0
2772.734,2863.641,170.6123,-0.0293381,2.289257,0
3318.188,2909.094,170.6123,-0.03550526,2.460411,0
1363.641,3000,170.6123,0.1603198,2.0318,0
2272.734,3045.453,170.6123,0.1094392,2.12504,0
2000,3090.906,170.6123,0.09826902,2.060027,0
681.8125,3136.359,170.6123,0.0325467,2.786625,0
272.7344,3318.188,170.6123,-0.0977193,2.170918,0
1090.906,3363.641,170.6123,0.1124595,2.082695,0
1545.453,3363.641,170.6123,0.1157152,2.120901,0
1954.547,3363.641,170.6123,-0.03135978,2.210454,0
2681.813,3363.641,170.6123,0.0847093,2.376963,0
4000,3636.359,170.6123,0.1141299,2.096561,0
1318.188,3681.813,170.6123,0.1494697,2.115847,0
3000,3727.266,170.6123,0.1514471,1.912277,0
2318.188,3818.188,170.6123,-0.1489642,2.709515,0
500,4090.906,170.6123,-0.2145634,2.298867,0
3272.734,4090.906,170.6123,0.3364537,2.166476,0
3954.547,4136.359,170.6123,0.2589769,2.192062,0
3500,4272.734,170.6123,0.3484547,2.230603,0
2409.094,227.2656,162.8571,0.07570534,2.352252,0
2272.734,409.0938,162.8571,0.06262212,2.222103,0
3181.813,409.0938,162.8571,0.065213,2.001607,0
590.9063,954.5469,162.8571,-0.06996521,2.132165,0
2636.359,1363.641,162.8571,-0.01841624,2.240672,0
3090.906,1863.641,162.8571,-0.2187816,2.306217,0
1590.906,2045.453,162.8571,0.1398675,2.034112,0
772.7344,2090.906,162.8571,-0.1657047,2.280653,0
2045.453,2363.641,162.8571,-0.04284135,2.249222,0
818.1875,2409.094,162.8571,-0.09238036,2.079011,0
2772.734,2409.094,162.8571,0.101072,2.183261,0
1409.094,2454.547,162.8571,0.2115516,2.115212,0
1772.734,2545.453,162.8571,0.1639722,2.157395,0
2454.547,2681.813,162.8571,-0.04505309,2.139655,0
1090.906,2818.188,162.8571,0.1455522,2.106713,0
1681.813,2863.641,162.8571,0.162232,2.004001,0
2772.734,2863.641,162.8571,-0.02226986,2.25965,0
3318.188,2909.094,162.8571,-0.02695365,2.463081,0
1363.641,3000,162.8571,0.1707695,2.012968,0
